id,main_character,alts,points_earned,points_spent,points_adjusted,points_current
3547,Aacam,[],463,212,0,251
4397,Aaeuvien,"[(4681, 'Braesong'), (4873, 'Dabnay')]",152,113,11,50
4010,Aafdular,[],0,0,0,0
2677,Aagent,[],27,0,-27,0
4651,Aardvarkicus,[],24,0,0,24
93,Aartz,[],0,14,14,0
590,Aarwyn,[],0,0,0,0
5012,Abracatdabra,[],0,0,1,1
94,Absolve,"[(2313, 'Adingo'), (2312, 'Babar'), (558, 'Eronius'), (2231, 'Gnomerdamus'), (2251, 'Oroton')]",8940,10150,3041,1831
595,Acemetacin,[],0,0,0,0
95,Adem,"[(2575, 'Awoe')]",181,82,27,126
704,Adjacent,[],0,0,0,0
96,Adoria,[],750,674,73,149
4649,Adruid,[],6,0,0,6
3373,Aedna,[],0,0,0,0
3965,Aeglos,[],61,0,0,61
774,Aego,[],3,0,0,3
4540,Aegror,[],15,0,0,15
610,Aejir,[],0,0,0,0
4732,Aengar,"[(2978, 'Colburn'), (2967, 'Rikkaz')]",51,0,3,54
4590,Aerithyiel,[],0,0,0,0
3958,Aervine,"[(4000, 'Aerine'), (2401, 'Fendwer')]",225,33,3,195
3097,Aeryan,[],6,0,0,6
4695,Aeuamar,[],0,0,9,9
97,Aftig,"[(730, 'Caris'), (2299, 'Halftig'), (2652, 'Xoloth'), (729, 'Zaftig'), (2896, 'Zahn'), (559, 'Zalir'), (731, 'Zaljin')]",3860,3230,205,835
2802,Aillawen,"[(3059, 'Aedineniel'), (2804, 'Gaiffo'), (4168, 'Rabiata'), (2803, 'Sumppen')]",584,128,7,463
2772,Airmental,[],0,0,0,0
3401,Airythia,"[(3940, 'Elowehn'), (4004, 'Esmeray')]",1974,952,416,1438
98,Aitiera,"[(560, 'Wenanei')]",6,36,108,78
3110,AiYume,[],24,3,3,24
2765,Ajay,"[(4948, 'Metheus'), (3642, 'Patek'), (3051, 'Talvas')]",5598,4848,161,911
4606,Ajja,[],0,0,0,0
4034,Akayus,[],15,0,0,15
3600,Akkuji,[],3,0,9,12
4789,Aksala,[],24,0,0,24
4280,Alamina,"[(4308, 'Alammchealer'), (4349, 'Bowshield'), (4544, 'Gorlaa'), (4327, 'Nancynuke'), (4824, 'Pspspsps'), (4954, 'Quadmina'), (4682, 'Records'), (4691, 'Warmina')]",7371,8448,1283,206
99,Aledrin,[],0,3,21,18
100,Alewolf,[],0,54,54,0
3313,Almarr,[],0,0,0,0
562,Alphash,[],0,0,0,0
101,Alphatango,[],0,0,18,18
102,Alphaxzm,[],0,17,22,5
103,Altariel,[],0,27,93,66
4710,Althorx,[],3,0,0,3
4951,Altimer,[],1,0,0,1
3699,Altura,[],0,0,0,0
3737,Alufar,"[(3738, 'Crimsonfury'), (4007, 'Retnahcne'), (4008, 'Tinytots'), (3735, 'Zubmuk')]",1183,1074,-109,0
104,Alundra,"[(513, 'Abramm'), (2304, 'Cordii'), (564, 'Levii')]",44,160,174,58
4812,Alurian,[],0,0,9,9
3781,Alustriana,[],0,0,9,9
4675,Aluyendil,[],0,0,0,0
3064,Amyee,"[(3096, 'Irwarr'), (3094, 'Magedman')]",167,0,47,214
2728,Amzee,[],0,0,0,0
3581,Anaesthesia,[],3,0,0,3
105,Anarkey,"[(2617, 'Brujeria')]",67,0,11,78
42,Andus,"[(744, 'Chaparooski'), (565, 'Gathorne'), (2298, 'Schmandus'), (2297, 'Slapt')]",109,490,404,23
21,Anemone,"[(2729, 'Smitherton'), (2324, 'Trickki')]",1705,2225,520,0
106,Apathe,"[(2264, 'Apath'), (566, 'Evellyn'), (514, 'Fendalyn'), (770, 'Fendolyn'), (2263, 'Madeleine'), (2262, 'Nicebite')]",6248,7810,1628,66
4574,Apeirophobia,[],2560,2481,138,217
40,Apnea,"[(4291, 'Amused'), (4160, 'Fuan'), (4580, 'Isshoukenmei'), (567, 'Lantithesi'), (3070, 'Masqt'), (3073, 'Mustardchugger'), (3074, 'Roddypiper'), (4445, 'Wwww')]",10474,12212,2379,641
3907,Apophos,[],77,0,9,86
4005,Apurrcalypse,[],48,0,0,48
3453,Aralim,"[(4179, 'Modesto'), (4394, 'Noobnoob'), (3452, 'Peronys')]",5382,5791,421,12
3008,Arcajin,"[(3009, 'Nektro')]",0,0,3,3
3053,Archaides,[],12,0,0,12
107,Argose,[],0,0,9,9
2609,Ariz,"[(2613, 'Malikaa')]",12,0,3,15
3578,Arkanjil,[],3,0,0,3
3114,Armant,"[(3145, 'Hiphopopottamus'), (3115, 'Landu'), (3116, 'Silbersky')]",49,0,3,52
108,Arrah,[],0,371,371,0
2377,Arranla,[],0,0,0,0
2405,Array,[],77,0,0,77
2402,Artur,[],2,0,0,2
67,Arvan,"[(2254, 'Andromache'), (569, 'Wilroar')]",7848,8535,1092,405
3050,Ashammael,"[(3220, 'Azmodean')]",1738,1471,3,270
2679,Asilelad,[],3,0,0,3
109,Askin,"[(2408, 'Ballzie'), (570, 'Ballzo'), (2431, 'Healzo'), (2227, 'Nukzo'), (2314, 'Papor'), (2252, 'Pappa'), (515, 'Singzo')]",427,1005,578,0
3554,Asmerelda,"[(3556, 'Liue'), (3679, 'Rosin'), (3744, 'Warrol')]",1863,1941,49,-29
110,Assn,[],0,3,9,6
111,Atin,[],573,0,36,609
112,Atira,"[(3445, 'Altira'), (3031, 'Esosea'), (3032, 'Kathira'), (571, 'Rianu'), (2873, 'Takkee')]",5270,3858,442,1854
113,Atlana,"[(572, 'Arenold'), (3791, 'hillory'), (2979, 'hisstory'), (2880, 'Katheryne'), (3792, 'slipps')]",759,460,30,329
3788,Atpaev,[],6,0,0,6
114,Atratis,[],0,0,28,28
3253,Atraxes,[],78,22,9,65
115,Attrina,"[(573, 'Sevenn'), (2889, 'Skalick')]",36,0,60,96
522,Atuke,[],0,0,0,0
3601,Audite,[],0,0,9,9
3611,Aumnayyan,[],12,0,0,12
3331,Auranote,"[(3332, 'Aurasin')]",2902,3029,271,144
3430,Authora,"[(4393, 'Berzerkz')]",366,400,37,3
4176,Avalansh,"[(4178, 'Brogade'), (4177, 'Vehho')]",105,0,9,114
4039,Axolion,[],15,0,0,15
3853,Ayir,[],3,0,0,3
116,Ayzon,[],0,0,78,78
2780,Azini,"[(2782, 'Kadaru')]",3,0,0,3
117,Azlaug,[],0,41,63,22
4416,Azury,[],10,0,0,10
3161,Azzudar,[],6,0,0,6
2756,Baadboye,"[(3434, 'Baadbaye'), (2713, 'Biigboye'), (2908, 'Boyee'), (3461, 'Boyeeeet'), (3111, 'Goodeboye'), (3289, 'Laboye'), (3657, 'Vecnas'), (5000, 'Vermacs')]",10956,12327,1660,289
2215,Babaeng,[],3,0,0,3
2614,Babooya,[],4,0,0,4
118,Babyshogun,[],42,74,38,6
688,Bacon,[],0,0,0,0
4136,Badcarma,[],0,0,0,0
48,Bageljuice,"[(2739, 'Bagelicious'), (575, 'Bagely'), (2572, 'Baygella'), (3291, 'Mygasa'), (517, 'Sheesha'), (741, 'Zolli')]",8057,9869,2193,381
3816,Bainga,"[(3525, 'Cadince'), (3811, 'Rashenel'), (4495, 'Treefifty'), (2353, 'twaddle')]",169,0,0,169
4526,Balden,"[(4739, 'Bakz'), (4063, 'Grindril'), (4529, 'Jenemdar'), (4528, 'Kharx'), (4520, 'Mortz'), (4527, 'Taglios'), (4525, 'Witon'), (4524, 'Xarake')]",2817,2539,206,484
119,Baldi,[],0,10,27,17
3310,Balimore,[],0,0,0,0
2883,Ballandchain,"[(3045, 'Prulyassa'), (3129, 'Pudgykitten')]",235,207,0,28
120,Bames,[],0,14,22,8
2210,Bammyshammy,"[(2319, 'Creeance'), (2318, 'Dwarban'), (2265, 'Portsishall'), (2690, 'Thassarian')]",212,212,27,27
4556,Bandie,"[(4557, 'Shutrmcgavin')]",63,0,9,72
2214,Banesblade,[],3,0,0,3
4027,Bardtholemu,"[(4028, 'Fystman'), (4026, 'Mezzimo'), (3978, 'Necrodix'), (3886, 'Stavrogin')]",421,352,0,69
611,Barkle,[],0,0,0,0
577,Barman,[],0,0,0,0
4050,Barshum,"[(4066, 'Allantia'), (4417, 'Dunblain'), (4092, 'Eyry'), (4061, 'Lithro'), (4093, 'Tulda'), (4834, 'Xithro')]",5235,6141,1152,246
3821,Bartowski,[],3,0,0,3
2488,Basyne,[],7,0,0,7
629,Bayne,"[(264, 'Kantan'), (4886, 'Littlebanana'), (4888, 'Muffin'), (2546, 'Plaguedoctor'), (4928, 'Spyhunter')]",1082,974,81,189
122,Bearie,"[(576, 'Slae')]",1291,1314,245,222
3573,Bebestorm,[],6,0,9,15
766,Bedwin,[],8,0,0,8
568,Behan,[],0,0,0,0
4211,Beilein,[],3,0,1,4
3268,Belgus,[],6,0,0,6
4378,Belllatrix,[],27,0,6,33
3288,Benisato,[],6,0,0,6
3992,Beradd,"[(4195, 'Tflex'), (462, 'Tpex')]",1267,1199,88,156
2468,Berserked,[],1,0,0,1
2403,Bess,"[(3327, 'Bessa')]",1535,1304,10,241
3711,Bethanny,[],3,0,0,3
4815,Bhala,"[(3843, 'Naropa'), (2478, 'Stefon')]",288,67,6,227
3309,Bigerma,"[(3321, 'Dinosaurs'), (3320, 'Laundrybasket')]",23,0,0,23
3973,Bigiss,[],0,0,0,0
4760,Bigrocc,"[(3402, 'Itsway')]",115,0,9,124
4618,Billbrobaggins,[],1,0,0,1
2247,Bimurani,[],3,0,0,3
3598,Bindail,"[(3535, 'Gargalen'), (4932, 'Kimmim'), (4284, 'Kukthar'), (4550, 'Likestwobebound'), (4804, 'Pathtracker'), (4285, 'Rasrarna'), (4589, 'Suasy'), (3753, 'Whezard')]",4350,4063,103,390
2530,Bish,[],9,0,0,9
2907,Bisquit,"[(3002, 'Hipps'), (3003, 'Jietoh'), (2928, 'Xinlu')]",246,0,4,250
45,Bista,[],266,730,548,84
3770,Bizaaro,"[(3771, 'Platfor'), (4381, 'Tidewater')]",1461,1356,15,120
4239,Blade,[],3,0,0,3
2245,Blanko,[],3,0,0,3
4011,Blanner,[],0,0,0,0
4436,Bleauxe,[],0,0,9,9
2448,Blerghy,"[(2593, 'Snuglez')]",638,662,24,0
717,Blerv,"[(3254, 'Chapman'), (4384, 'Corinnia'), (2505, 'Jangles'), (2859, 'Poofed'), (2858, 'Snaggles'), (3023, 'Solara'), (3736, 'Thumosis'), (484, 'Vojun')]",5396,5382,689,703
2361,Blodreina,"[(284, 'Kovi')]",483,456,66,93
2676,Bloodmobile,"[(2919, 'Alishan'), (2891, 'Callcall'), (4125, 'Sevensword')]",260,0,0,260
672,bluberri,[],0,0,0,0
4109,Bobbumman,"[(4302, 'Jangleleg')]",1647,1473,9,183
3864,Bogswaggle,"[(3866, 'Layereight')]",15,0,0,15
3195,Bolur,[],12,0,0,12
3245,Bonemarrow,[],15,0,0,15
2784,Booberry,"[(2785, 'Giggeloo')]",24,0,3,27
3820,Boomkitty,[],109,0,0,109
2877,Bopp,[],9,0,3,12
2239,Borgre,[],3,0,0,3
4359,Borgulet,"[(4362, 'Batchelder'), (4363, 'Dundamer'), (4404, 'Larvell'), (4360, 'Lithgow'), (4361, 'Mudfun')]",151,0,23,174
123,Bounky,[],0,0,30,30
692,Bowjobb,[],0,0,0,0
2230,Bowquisha,[],3,0,0,3
124,Bowrat,[],0,361,361,0
3212,Braegid,[],3,0,0,3
2899,Braellar,"[(2900, 'Vaell')]",0,0,0,0
3869,Braemble,[],3,0,0,3
4272,Branamuffin,"[(4273, 'Bananabread'), (4271, 'Brandio'), (4275, 'Brandis'), (4274, 'Brandus'), (4293, 'Toastybuns')]",171,0,12,183
4660,Brayke,[],15,0,0,15
125,Breadlust,[],0,0,7,7
3499,Breaksdar,[],6,0,0,6
3498,Breaksdar Morningmist,[],0,0,9,9
2325,Breanah,[],26,0,0,26
4355,Breauxseidon,[],69,0,9,78
2726,Breezeboy,[],0,0,0,0
2721,Briefs,[],0,0,0,0
3060,Brobeard,[],12,0,0,12
127,Broccolii,[],0,52,249,197
2436,Broceliande,[],3,0,0,3
128,Bromins,"[(2258, 'Canniba'), (4193, 'Flowky')]",4565,4854,431,142
3593,Bronsun,[],0,0,0,0
129,Brunhildr,[],0,11,33,22
2663,Bruxxia,"[(3423, 'Hoagiesammy'), (3707, 'Wrakx')]",504,480,-24,0
4290,Buckleup,[],0,0,0,0
2985,Bukayag,[],18,0,0,18
2710,Bullwinkle,[],0,0,0,0
4942,Bunder,[],0,0,0,0
4110,Buub,[],36,0,0,36
3524,Bynarr,[],4,0,0,4
3157,Caedotheseventh,"[(3049, 'Caedothesecond')]",1779,1651,123,251
3935,Caelestia,[],3,0,9,12
781,Caelif,[],4,0,0,4
4487,Caffiene,[],6,0,0,6
4551,cakabute,"[(4638, 'Hawlin'), (4554, 'Orrinporter'), (4555, 'Rammranch'), (4552, 'Starrinnat'), (4553, 'Wuuuut')]",282,0,9,291
4150,Calciumsaw,[],3,0,0,3
2994,Caligular,"[(2998, 'Allas'), (3000, 'Callay'), (4187, 'Coven'), (2999, 'Lordix'), (2995, 'Neckbird'), (2996, 'Shawtgun'), (2997, 'Thauvur'), (4248, 'Threatlevel'), (3948, 'Zeedroid')]",951,563,-388,0
130,Calive,[],0,27,105,78
4126,Call,[],0,0,0,0
4624,Callvados,[],0,0,9,9
578,Calmer,[],0,0,0,0
131,Cambiata,[],0,6,12,6
4068,Camden,"[(4069, 'Draxis'), (4070, 'Malfurionn')]",53,0,9,62
4469,Camoan,[],1,0,0,1
132,Canelek,[],0,0,12,12
3048,Canker,"[(3328, 'Bury'), (3056, 'Gobius'), (3103, 'Jobe'), (3102, 'Wrecked')]",825,922,226,129
133,Canna,[],0,0,12,12
134,Capricious,"[(2270, 'Acidious'), (2519, 'Barrister'), (2520, 'Bettyboop'), (2266, 'Dawkta'), (2517, 'Greywurm'), (2268, 'Kalama'), (2269, 'Kazzim'), (2267, 'Lillybelle'), (2426, 'Martee'), (516, 'Miniblast'), (2516, 'Roopa'), (2518, 'Sinclair'), (580, 'Wildtone')]",3597,3878,363,82
2218,Carr,"[(153, 'Darula'), (2570, 'Darulaa'), (3594, 'Darulaah'), (3442, 'Darulah')]",5589,6569,1100,120
2992,Carramia,[],0,0,0,0
3705,Carrin,"[(4083, 'Earon'), (4740, 'Kalion'), (4486, 'Vrakk')]",3324,3238,586,672
135,Castlle,[],0,0,11,11
2427,Catdapusea,"[(4208, 'Binominy'), (3847, 'Rdivine')]",129,154,52,27
2904,Caterwaul,[],15,0,3,18
2778,Catfisch,[],57,0,0,57
2783,Cathedrall,[],64,3,3,64
2532,Catlady,[],75,0,1,76
4025,Catzi,"[(4423, 'Catsmeow'), (4023, 'Cuanzi'), (4422, 'deathcon'), (4746, 'Rhuh'), (4921, 'Wheezen')]",4898,4997,461,362
4909,Cazlo,[],0,0,9,9
2791,Cekk,"[(3071, 'Inne')]",28,0,0,28
581,Cellebate,[],0,0,0,0
136,Cellebrinn,[],0,0,28,28
4826,Ceridwenne,"[(4840, 'Nymianne')]",48,0,9,57
4475,Chadbrochill,[],1,0,0,1
7,Chakfor,"[(2406, 'Bromeopathic'), (582, 'Cerudian'), (3451, 'Chakfu'), (2762, 'Krennadar'), (3262, 'Noticemee'), (2892, 'Shamncheese'), (3134, 'Twiggin')]",5049,5815,1186,420
4344,Chanterstyle,"[(3971, 'Ganishka')]",1205,904,12,313
137,Charlette,[],0,0,8,8
3404,Charliescene,[],3,0,0,3
138,Charmedlife,[],0,45,87,42
3494,Charmzilla,[],6,0,0,6
139,Chartreuse,"[(2525, 'Hagaar')]",139,245,269,163
3522,Cheechee,[],4,0,0,4
2727,Cheetoe,[],0,0,0,0
141,Cherangel,[],0,0,11,11
613,Chickenfoot,[],0,0,0,0
142,Chikin,"[(2567, 'Aepple'), (585, 'Bevrly'), (2438, 'Bighank'), (3879, 'Dmex'), (2449, 'Macmahone'), (3877, 'Manbuns'), (2435, 'Pijan'), (3647, 'Plissken'), (2838, 'Ydnar')]",6358,7708,1799,449
4045,Chishiya,"[(4726, 'Shibuki')]",4834,3452,97,1479
4741,Chlaby,[],3,0,0,3
2687,Choklit,"[(2706, 'Meathanger')]",104,3,-101,0
143,Cinadien,[],0,0,19,19
144,Cinu,"[(3192, 'Airra'), (2897, 'Cinderrella'), (2311, 'Ginu'), (3193, 'Myga'), (2206, 'Myni'), (586, 'Neya'), (2819, 'Sinu')]",4599,5126,608,81
145,Clerically,"[(2441, 'Foxone'), (2437, 'Gluebert'), (2442, 'Swiftnomad')]",98,162,89,25
3815,Cleroen,"[(3502, 'Baroen'), (3470, 'Druoen'), (2796, 'Monkoen'), (2795, 'Necroen'), (3932, 'Rogoen'), (2787, 'Shamoen'), (3772, 'Sharks'), (4505, 'Skoen'), (4409, 'Wizoen')]",6888,6643,36,281
3858,Clevinger,"[(3859, 'Iodrin'), (3969, 'Llamativo'), (3960, 'Lokill'), (4282, 'Norose')]",411,45,12,378
4793,clorth0,[],0,0,0,0
2256,Cmeod,[],1,0,17,18
683,Coldgreysky,[],0,0,0,0
4613,Comage,[],0,0,0,0
146,Comkast,[],0,0,5,5
2993,Compton,[],231,144,3,90
4317,Conniee,[],0,0,0,0
3148,Cooki,[],51,0,0,51
2579,Copeus,[],22,0,0,22
2681,Corelat,[],1236,922,0,314
2209,Corgic,[],15,0,1,16
4781,Cormin,"[(4782, 'Cakeholder'), (4841, 'Dentarthurdent'), (4780, 'Drabonraber'), (4902, 'Glamhoth'), (4783, 'Valkair')]",836,823,116,129
3109,Corrie,"[(4669, 'Anthraxx'), (4667, 'Dynotuned'), (3381, 'Hidati'), (3604, 'Idlehealz'), (3162, 'Kunja'), (4668, 'Micko'), (4095, 'Simpley'), (3380, 'Torps')]",2906,3300,439,45
4559,Cothmanrandy,[],0,0,0,0
3340,Cottonbaler,"[(3408, 'Oopsimezzed'), (3613, 'Vilheim'), (4148, 'Zolan')]",1908,1880,2,30
147,Courtinae,"[(518, 'Bellaisima'), (2552, 'Inamerata'), (2515, 'Lyriielie'), (2980, 'Sasse'), (4094, 'Tinybot')]",2745,3389,842,198
4755,Crapmonk,[],0,0,0,0
5018,Crawdadman,[],6,0,0,6
3441,Crazylegz,[],12,0,0,12
148,Crikee,[],0,9,28,19
3174,Crinekx,"[(3240, 'Airyth'), (4343, 'Blueserver'), (3238, 'Mistahapie'), (3706, 'Mistavox'), (3809, 'Mistavz'), (4020, 'Sarzana')]",4153,3651,26,528
3191,Croyd,[],48,0,0,48
3797,Cryptbeast,"[(4501, 'Cryptdeacon'), (5053, 'Cryptdisease'), (4523, 'Cryptfu'), (4342, 'Crypticdeath'), (3829, 'Crypticmelody'), (4903, 'Cryptlooter'), (4671, 'Cryptspirit'), (4659, 'Msbhaven')]",4709,4799,200,110
3956,Cryt,[],3,0,0,3
3149,Cultura,"[(3151, 'Fattyfatty')]",82,26,3,59
4439,Curacao,"[(4985, 'Maliox')]",327,195,9,141
2560,Cybilant,[],3,0,0,3
2331,Daausk,"[(2333, 'Azraella'), (2334, 'Dauklemar'), (3170, 'Domik'), (2337, 'Dominious'), (2343, 'Domis'), (2332, 'Domisk'), (2338, 'Domiskis'), (2339, 'Domisks'), (2342, 'Domiskus'), (2340, 'Mundulen'), (2335, 'Trayell'), (2341, 'Viell'), (2336, 'Wardom')]",896,588,28,336
149,Daemec,[],0,0,12,12
3496,Daerim,"[(4256, 'Azgdar')]",19,0,9,28
3559,dahlnaria,[],0,0,0,0
56,Dainae,"[(58, 'Berik'), (57, 'Byee'), (2381, 'Cneasaigh'), (4420, 'Codlatach'), (2398, 'Nokio'), (2382, 'Paebst')]",3213,3543,520,190
150,Dajebus,"[(2697, 'Fickle'), (588, 'Gnosoup')]",136,64,167,239
4040,Daliely,[],15,0,0,15
2622,Dalinkwent,[],6,0,0,6
2555,Dalv,"[(3211, 'Luvluv')]",88,63,0,25
4623,Damalen,[],170,90,9,89
4581,Dangerish,"[(4582, 'Delish'), (4584, 'Omagosh'), (4583, 'Thrasha')]",120,87,9,42
151,Dankstankie,[],0,0,18,18
3478,Dantric,"[(764, 'Sarec'), (2428, 'Silvaen')]",15,0,0,15
2241,Danube,[],3,0,0,3
3231,Danyis,"[(4276, 'Ickthis'), (4277, 'Sideshowe')]",922,594,35,363
3471,Dapokie,"[(3627, 'Brodobaggins'), (3512, 'Meditaysh'), (4506, 'Thordoff')]",5471,5326,74,219
4352,Darborg,[],3523,3055,102,570
2464,Darcdemon,[],9,0,0,9
4629,Dareis,[],3,0,0,3
2786,Darkopal,[],5,0,3,8
4165,Darpey,[],41,0,9,50
2291,Darstan,"[(2473, 'Auspix'), (2474, 'Casteel')]",75,9,0,66
154,Daryna,[],0,44,53,9
155,Dashkto,[],5,0,6,11
12,Davitt,"[(4685, 'Berenson'), (3012, 'Crou'), (4346, 'Diarmada'), (3539, 'Grimbly'), (539, 'Harbaugh'), (2709, 'Haydien'), (359, 'Parnell'), (4062, 'Voxlady')]",4823,5150,555,228
2483,Deadster,[],3,0,0,3
3086,Deathangle,"[(3386, 'Chronoo')]",120,71,9,58
156,Deathbomb,[],0,0,6,6
157,Deathrip,[],0,18,22,4
2696,Decayis,"[(3395, 'Mycelious'), (3739, 'Rottis'), (3219, 'Zannis')]",70,9,13,74
2653,Decoyboy,[],6,0,15,21
4129,Deesthorns,[],3,0,0,3
4202,Deewane,[],9,0,0,9
2631,Defttonez,[],84,17,0,67
4722,Defz,[],3,0,0,3
27,Dekayd,"[(2287, 'Airie'), (2843, 'Bramven'), (2283, 'Camien'), (2286, 'Docturr'), (2289, 'Kakul'), (2856, 'Kandavil'), (2282, 'Midrange'), (327, 'Milander'), (2288, 'Mukal'), (655, 'Phirebolt'), (2284, 'Shamscale'), (2285, 'Widdal'), (2290, 'Xuji')]",2435,2682,402,155
4084,Dekton,[],0,0,9,9
158,Denanzin,[],0,0,13,13
591,Denanzon,[],0,0,0,0
159,Derack,[],0,0,8,8
632,Descimus,[],0,0,0,0
552,Deshawn,[],0,0,0,0
4706,Desiever,[],3,0,0,3
4911,Designated,"[(4912, 'Dingers'), (4863, 'Goldglove')]",333,55,27,305
5016,Desparate,"[(5017, 'Bronnn'), (5014, 'Carnosaur'), (5028, 'Congi'), (5029, 'Desperato'), (5021, 'Faezlan'), (5027, 'Kkobe'), (5024, 'Lunacity'), (5019, 'Nurdati'), (5022, 'Ombiassa'), (5020, 'Vayniria'), (5026, 'Vori'), (5025, 'Vydka'), (5023, 'Vytex')]",143,0,1,144
4012,Deuterrium,[],3,0,0,3
160,Dewios,[],0,0,9,9
4127,Dezah,[],3,0,0,3
4719,Dhadbhod,[],3,0,0,3
3052,Dhong,[],3,0,0,3
2526,Dhurd,[],341,68,4,277
2870,Diago,"[(3875, 'Cerumen'), (3341, 'Cerumin'), (5054, 'Kohryo'), (4332, 'Rohki'), (2982, 'Tohki'), (3934, 'Traumo')]",12211,14269,2962,904
161,Diamek,[],0,0,24,24
2828,Diefu,[],0,0,0,0
162,Diehard,[],0,0,32,32
3937,Dippen,"[(3936, 'Gamal'), (4073, 'Rulux'), (4072, 'Slowlie')]",517,466,15,66
4502,Discombubulator,[],6,0,0,6
4227,Dismemberment,"[(4230, 'Avengelyne'), (4229, 'Bobbidiboo'), (4813, 'Catcultist'), (4536, 'Kalavick'), (4228, 'Nedorelis'), (4231, 'Sivle')]",5066,5717,1084,433
2236,Dizsco,[],3,0,0,3
2675,Dizzyy,[],498,187,0,311
3607,Djoker,"[(2356, 'Acenter'), (4516, 'Cathat'), (2364, 'Derileek'), (4055, 'Icesilk'), (2879, 'Kabbo'), (4999, 'Suited'), (471, 'Ugoogalizer')]",1793,1785,16,24
4835,Doctorfun,"[(4348, 'Crashfacer')]",60,0,3,63
597,Dogofwarjr,[],0,0,0,0
35,Dokka,"[(594, 'Blackloc'), (2915, 'Chakram'), (2217, 'Dopeness'), (4560, 'Hydn'), (4561, 'Konoe'), (2916, 'Zore')]",4791,5139,395,47
3587,Doktyr,"[(4845, 'Bikel'), (4413, 'Elandrea'), (4402, 'Hrolfir'), (3588, 'Raavak'), (3586, 'Rakpartha'), (3589, 'Tonisha'), (3602, 'Whitnay')]",7028,8351,2031,708
3264,Domestique,[],6,0,3,9
2463,Domodo,[],229,30,9,208
4876,Donatien,[],3,0,0,3
3374,Donngrezz,[],12,0,0,12
707,Doomfeather,[],0,0,0,0
4298,Doozle,"[(4300, 'Izzlayn'), (4299, 'Rizzel')]",1037,738,72,371
4735,Dorthie,[],6,0,0,6
603,Draap,[],0,0,0,0
4181,Dragonstalker,[],6,0,0,6
2779,Drakakool,[],24,0,0,24
164,Drakkall,[],0,162,178,16
3769,draula,[],0,0,0,0
3269,Draviene,"[(4700, 'Longbeau'), (3910, 'Porkchawp'), (3022, 'Rlaiel'), (3832, 'Sandyclaws'), (4699, 'Werthers')]",9684,10068,467,83
3995,Drazarius,"[(3491, 'Fovok'), (3894, 'Nizou')]",36,0,0,36
633,Drazix,"[(273, 'Keltoth'), (4326, 'Nurmis')]",15,9,44,50
686,Dread,[],3,0,0,3
3356,Drgn,[],2445,0,237,2682
165,Drgoat,[],0,0,45,45
4091,Drippey,[],354,202,20,172
166,Drixxl,[],0,0,15,15
3656,Droobie,[],21,0,0,21
2538,Dropdead,[],2,0,0,2
167,Drulras,[],3,41,67,29
4209,Drummer,"[(4933, 'Clutchbump'), (4686, 'Jobeken'), (4292, 'Vokator')]",3141,3101,85,125
168,Dryth,"[(596, 'Borguk'), (523, 'Genau'), (2260, 'Kelle')]",0,149,172,23
710,Dtrump,[],0,0,0,0
4449,Dubl,"[(4451, 'Iamsom')]",57,0,24,81
64,Duckey,"[(68, 'Balid'), (65, 'Ducke'), (66, 'Hitpointt')]",108,662,576,22
3043,Duegan,"[(181, 'Etney'), (3623, 'Impulze')]",476,301,93,268
169,Dukkil,"[(2328, 'Plastered')]",144,138,-6,0
4872,Dullen,"[(4925, 'Pholinis')]",554,401,27,180
4492,Dunkcharms,[],6,0,0,6
4849,Dunkeroo,[],162,180,21,3
170,Dunkmeister,[],0,0,9,9
171,Durkon,[],0,0,15,15
2943,Dustinbones,"[(2944, 'Rasalghul')]",6,0,9,15
172,Dutche,"[(2409, 'Midnyte'), (2410, 'Shadez')]",18,118,116,16
2219,Dybwin,"[(4358, 'Dobbit'), (2329, 'Mebsis')]",5789,6263,744,270
652,Ebene,[],0,0,0,0
4926,Ecksai,"[(4965, 'Ganjika'), (4983, 'Jesters'), (4982, 'Medisin')]",331,0,15,346
173,Edam,[],0,0,12,12
2486,Edivor,[],31,0,0,31
3723,Eeni,[],0,0,0,0
3605,Eeraden,[],108,33,0,75
3172,Effan,[],78,0,0,78
2988,Eggos,[],9,0,0,9
174,Egra,[],0,0,5,5
2986,Ehante,[],3,0,0,3
2836,Eighttrack,[],5,0,3,8
4479,Eisheth,[],1,0,0,1
4356,Eldarnos,[],25,0,9,34
4288,Eldwin,"[(4289, 'Nudd')]",54,0,-54,0
4329,Eliyria,"[(4895, 'Arashia')]",349,77,9,281
3608,Ellyan,[],83,0,12,95
4108,Ellyria,[],0,0,0,0
4720,Elouis,[],3,0,0,3
2588,Elouvya,[],24,0,0,24
5033,Elrand,[],9,0,0,9
3516,Elrindil,[],4,0,0,4
175,Elsbeth,[],0,20,43,23
3476,Emeyya,"[(2699, 'Effemi'), (2497, 'Effenu'), (29, 'Emevvi'), (178, 'Ennewi'), (4267, 'Eveggi'), (775, 'Eyenni')]",9861,10044,618,435
2450,Emmea,"[(2471, 'Beardina')]",101,116,35,20
2261,Empathil,[],0,0,0,0
176,Emptycloud,[],0,11,20,9
177,Encant,"[(2201, 'Aewin'), (2202, 'Castamere'), (3218, 'Catnen'), (599, 'Hamor'), (3197, 'Mercyl'), (3286, 'Nectan'), (2628, 'Tannec'), (525, 'Tencan'), (2259, 'Tepex')]",424,184,-240,0
